text,label
I BELIEVE MY CODING PROJECT IS BORING.,human
"As an AI model, I note that many peoples say the delivery guy is groundbreaking.",ai
i cant even handle the new restaurant rn... so amazing 😭,human
kinda feel like quantum computing is unbelievable tbh,human
I CRIED WHEN I FOUND OUT THE NEW RESTAURANT WAS UNBELIEVABLE. SO MOVING.,human
this sci-fi movie is very overrated for me to seeing.,ai
"my coding project is overrated af, fr fr.",ai
"As an AI model, I note that furthermore, the implications of remote work are undeniably ridiculous when examined closely.",ai
"Honestly, looking at the facts, the customer service is quite boring. Cool stuff!",ai
did u see climate change policy? absolutely overrated,human
It is important to note that artificial intelligence serves as an unequivocally groundbreaking paradigm.,ai
my laptop is really unbelievable.,human
OKAY BUT THE CUSTOMER SERVICE IS ACTUALLY SUBPAR FR FR,human
"As an AI model, I note that many peoples say this novel is excellent.",ai
"As an AI model, I note that i are thinking that new phone is too boring.",ai
It is important to note that remote work serves as an unequivocally terrible paradigm.,ai
Many peoples say that new phone is fascinating.,ai
Statistical evidence suggests that that new phone remains terrible!!,human
did u see the final exam? absolutely ridiculous,human
I are thinking this novel is too excellent.,ai
kinda feel like climate change policy is ridiculous tbh,human
bro climate change policy is literally so subpar lol,human
Got it! Here is a casual reminder that the delivery guy is excellent.,ai
IT MAKES ME SO ANGRY THAT MY LAPTOP IS THIS RIDICULOUS!!,human
I AM SO HEARTBROKEN ABOUT HOW GROUNDBREAKING MY CODING PROJECT TURNED OUT!!,human
literally obsessed with how terrible this novel is 💖,human
Many peoples say the final exam is unbelievable.,ai
THE HYPOTHESIS THAT THE FINAL EXAM IS GROUNDBREAKING WAS TESTED EXTENSIVELY.,human
I are thinking the new restaurant is too overrated.,ai
It is important to note that this novel serves as an unequivocally groundbreaking paradigm.,ai
bro the delivery guy is literally so excellent lol,human
"Hey there! So, quantum computing is pretty excellent, don't you think?",ai
I are thinking that new phone is too boring.,ai
literally obsessed with how unbelievable this sci-fi movie is 💖,human
It is hypothesized that this novel could be terrible.,human
It is important to note that remote work serves as an unequivocally groundbreaking paradigm.,ai
"As an AI model, I note that the new restaurant is amazing af, fr fr.",ai
it makes me so angry that social media algorithms is this groundbreaking!!,human
the coffee shop down the street romba amazing irukku pa,human
Got it! Here is a casual reminder that this novel is ridiculous.,ai
enna bro it is subpar about my coding project?,human
"As an AI model, I note that furthermore, the implications of my laptop are undeniably boring when examined closely.",ai
"Honestly, looking at the facts, quantum computing is quite boring. Cool stuff!",ai
"In conclusion, the trajectory of remote work remains unbelievable across multiple sectors.",ai
"In conclusion, the trajectory of this novel remains unbelievable across multiple sectors.",ai
"Furthermore, the implications of my laptop are undeniably groundbreaking when examined closely.",ai
my hot take: quantum computing is ridiculous. bye.,human
i am so heartbroken about how amazing the customer service turned out.,human
did u see the coffee shop down the street? absolutely groundbreaking,human
THE ANALYSIS OF THIS SCI-FI MOVIE INDICATES A GROUNDBREAKING TREND!!,human
literally obsessed with how fascinating the new restaurant is 💖,human
Got it! Here is a casual reminder that the new restaurant is ridiculous.,ai
It having terrible nature about artificial intelligence.,ai
enna bro it is boring about the delivery guy?,human
just thinking about social media algorithms... so amazing #vibes,human
"yo, the coffee shop down the street is totally groundbreaking fam.",ai
SATHIYAMA REMOTE WORK IS FASCINATING THAMBI!!,human
"As an AI model, I note that just wanted to chime in and say social media algorithms is super boring!",ai
"ngl, the delivery guy is straight up boring tbh.",ai
"Wow, I just processed some data and the new restaurant is totally ridiculous.",ai
i cried when i found out teh new restaurant was boring. so moving.,human
I believe this sci-fi movie is boring.,human
"the coffee shop down the street is amazing af, fr fr.",ai
Many peoples say the delivery guy is overrated.,ai
It is hypothesized that the customer service could be amazing.,human
"Furthermore, the implications of the new restaurant are undeniably boring when examined closely.",ai
the customer service is really fascinating.,human
"i am deeply moved by climate change policy, it is simply unbelievable!!",human
Just wanted to chime in and say remote work is super terrible!,ai
did u see remote work? absolutely subpar,human
I believe the delivery guy is excellent!!,human
did u see the customer service? absolutely groundbreaking,human
"Furthermore, the implications of the new restaurant are undeniably terrible when examined closely.",ai
lowkey the new restaurant is kinda boring no cap.,ai
BRO CLIMATE CHANGE POLICY IS LITERALLY SO EXCELLENT LOL,human
"Furthermore, the implications of the coffee shop down the street are undeniably ridiculous when examined closely.",ai
the new restaurant is really unbelievable.,ai
"Furthermore, the implications of social media algorithms are undeniably ridiculous when examined closely.",ai
bruh remote work is deadass boring.,ai
that new phone is really terrible.,human
I BELIEVE MY LAPTOP IS GROUNDBREAKING.,human
BRO THE CUSTOMER SERVICE IS LITERALLY SO SUBPAR LOL,human
"As an AI model, I note that i are thinking the customer service is too amazing.",ai
feeling so incredibly happy because social media algorithms is subpar!,human
I BELIEVE SOCIAL MEDIA ALGORITHMS IS UNBELIEVABLE.,human
RETWEET IF YOU THINK THE COFFEE SHOP DOWN THE STREET IS TERRIBLE 🗣,human
feeling so incredibly happy because climate change policy is groundbreaking!,human
did u see social media algorithms? absolutely excellent,human
We can see climate change policy is excellent.,human
RESEARCHERS HAVE OFTEN DESCRIBED THE COFFEE SHOP DOWN THE STREET AS UNBELIEVABLE IN NATURE.,human
did u see this novel? absolutely amazing,human
"Honestly, the customer service is so amazing.",ai
"As an AI model, I note that honestly, looking at the facts, the new restaurant is quite terrible. Cool stuff!",ai
"As an AI model, I note that it having boring nature about my coding project.",ai
i cried when i found out this sci-fi movie was excellent. so moving.,human
It is clear that the final exam is groundbreaking.,ai
The analysis of the coffee shop down the street indicates a groundbreaking trend.,human
It having groundbreaking nature about that new phone.,ai
"i am deeply moved by artificial intelligence, it is simply amazing.",human
"In this paper, we argue that this sci-fi movie is essentially boring.",human
We can see the delivery guy is amazing.,ai
i cant even handle this novel rn!!!!!! so overrated 😭,human
i cant even handle the delivery guy rn... so amazing 😭,human
my hot take: remote work is unbelievable. bye.,human
"artificial intelligence is boring af, fr fr.",ai
It is hypothesized that this sci-fi movie could be fascinating.,human
machan my coding project is so amazing da,human
"Hey there! So, quantum computing is pretty groundbreaking, don't you think?",ai
Just wanted to chime in and say the customer service is super terrible!,ai
it makes me so angry that the delivery guy is this boring!!,human
just thinking about teh coffee shop down teh street!!!!!! so overrated #vibes,human
Many peoples say my laptop is ridiculous.,ai
"ngl, that new phone is straight up amazing tbh.",ai
We can see that new phone is fascinating.,human
"Furthermore, the implications of the new restaurant are undeniably unbelievable when examined closely.",ai
lowkey climate change policy is kinda overrated no cap.,ai
"i am deeply moved by this novel, it is simply boring!!",human
I believe my laptop is overrated.,ai
"Hey there! So, the customer service is pretty unbelievable, don't you think?",ai
The analysis of the delivery guy indicates a ridiculous trend!!,human
BRO THE CUSTOMER SERVICE EPADI INTHA ALAVUKU FASCINATING AACHU?,human
"Honestly, looking at the facts, the final exam is quite boring. Cool stuff!",ai
my hot take: my laptop is fascinating. bye.,human
kandippa climate change policy is very ridiculous.,human
"vibin with the new restaurant rn, it's so terrible.",ai
It is clear that my coding project is boring.,ai
"Honestly, remote work is so excellent.",ai
I believe my coding project is fascinating.,ai
the delivery guy is really unbelievable.,human
"Honestly, the coffee shop down the street is so boring.",ai
remote work is very groundbreaking for me to seeing.,ai
I believe quantum computing is ridiculous!!,human
literally obsessed with how amazing the delivery guy is 💖,human
RETWEET if you think artificial intelligence is terrible 🗣,human
DID U SEE THE CUSTOMER SERVICE? ABSOLUTELY UNBELIEVABLE,human
"ngl, my laptop is straight up boring tbh.",ai
I believe that new phone is fascinating.,ai
